1	5	t
2	5	t
3	5	t
4	5	t
5	5	t
31	6	f
32	4	f
33	4	f
34	4	f
35	4	f
36	4	f
37	4	f
38	4	f
39	6	f
41	6	f
42	4	f
43	4	f
44	4	f
45	8	f
46	4	f
47	4	f
48	6	f
51	5	t
52	5	t
53	5	t
54	5	t
55	4	t
56	6	t
21	10	f
22	6	t
23	6	t
24	6	t
25	3	f
26	4	f
27	4	f
28	4	f
